# ================================================================
# Таблица замен ASR-ошибок для лекций по индийской философии
# Формат TSV: ошибочное написание [TAB] правильное написание
# Строки начинающиеся с # — комментарии, игнорируются
# ================================================================

# --- Санкхья ---
самки	санкхьи
самке	санкхье
самка	санкхья
сампхья	санкхья
сампхьи	санкхьи
санки	санкхьи
санке	санкхье
санкхиическ	санкхьяическ
самкхиическ	санкхьяическ

# --- Миманса ---
меманса	миманса
Меманса	Миманса
мемансы	мимансы
меманце	мимансе
Мимаца	Миманса
мимаца	миманса
мимацы	мимансаки
миманцы	мимансаки
леманца	миманса

# --- Даршана ---
Дашина	Даршана
Дашона	Даршана
Дашна	Даршана
дашана	даршана
дашин	даршин
дашан	даршан
Дашины	Даршаны
шар даршана	шат-даршана
даршина	даршана

# --- Локаята ---
лакаиты	локаяты
Лакайата	Локаята
Лакайту	Локаяту
лакает	локаяту
лакавит	локаяту

# --- Вайшешика ---
вай-шика	вайшешика
Вай-шика	Вайшешика
айшишика	вайшешика
Айшишика	Вайшешика
шишика	вайшешика
Шишика	Вайшешика

# --- Ньяя ---
они-яй	ньяя
Они-яй	Ньяя
яева	ньяя
йова	йога

# --- Веданта / Адвайта ---
виданта	веданта
Виданта	Веданта
Реданта	Веданта
реданта	веданта
Адвати	Адвайта
адватио	адвайта
Адвата	Адвайта

# --- Патанджали ---
Патанджело	Патанджали
Батанджели	Патанджали
паданджеры	Патанджали
паданджели	Патанджали

# --- Капила ---
Капелла	Капила
Каппел	Капила
Каппела	Капилы
капиулы	Капилы

# --- Ишваракришна ---
Швара Кришна	Ишваракришна
швара кришны	Ишваракришны

# --- Шанкара ---
Шамкара	Шанкара
Шамкаре	Шанкаре
джанкары	Шанкары

# --- Мадхава ---
Мадхова	Мадхава
матковой	Мадхавы

# --- Прочие имена ---
Фрау Вайнера	Фраувалльнера
Рафаэла Тарелла	Рафаэля Торелла
Адамсона и Генри	Адамсона и Ганери
Санджай Абдултхипута	Санджая Белаттхипутта
Аджибика	Аджи́вика
Махали Гасала	Маккхали Госала
Баутха	Буддха
Шикъя Муни	Шакьямуни
джинна	джина

# --- Тексты ---
Шаддаршана Санучая	Шаддаршана-самуччая
Леданта Саран	Веданта-сара
Парамартха Саран	Парамартха-сара
мандук хе карики	Мандукья-карики
сам хе карики	Санкхья-карики
Сарва Даршана Сиддханта Самгра	Сарва-даршана-сиддханта-санграха
Раджа Таранги	Раджатарангини
законам Мана	Законам Ману
законов Мана	Законов Ману

# --- Географические / прочие реалии ---
Шинги	Шрингери
Шевингери	Шрингери
Карнатике	Карнатаке
Виджая Нагара	Виджаянагара
Маха-Джа-Напаны	Махаджанапады
нехаргарх	Мехргарх
Бритиш Раджам	Бритиш Радж
Брахнара	брахманизма
Ригдена	Ригведы

# --- Термины ---
Шрамовский	Шраманский
шрамовский	шраманский
шамовского	шраманского
антиотечественные	отечественные
дисковым субстратом	языковым субстратом
ментолог	индолог
лимбофилософия	лингвофилософия
шиварийских	шиваитских
тоиков	стоиков
Расайма	Расаяна
